record_id,source,item_label,category,material_family,material_keywords,weight_kg,weight_kg_filled,weight_imputed,width_cm,depth_cm,height_cm,volume_l,size_bin,weight_bin,missing_dimensions,missing_weight,missing_materials,url,product_url
s19560925,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,particleboard,oak,veneer,clear,acrylic,lacquer,water,based,glue,adhesive,fiberboard,clear,acrylic,lacquer,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,plastic,edging,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,tempered,glass,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint",39.77548248,39.77548248,False,149.86,60.01,201.3,1810.3107481800002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-white-oak-veneer-glass__1381991_pe962145_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-white-oak-veneer-glass-s19560925/
s29551058,IKEA,baby_kids_baby_kids_storage_organization_sm_stad_system_sm_stad_combinations,baby kids baby kids storage organization sm stad system sm stad combinations,mixed,"steel,epoxy,polyester,powder,coating,polypropylene,synthetic,rubber,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,steel,copper,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,fiberboard,acrylic,paint,particleboard,plastic,foil,fiberboard,acrylic,paint,fiberboard,acrylic,paint,particleboard,plastic,foil,fiberboard,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,paper,foil,plastic,edging,fiberboard,paper,foil,paper,foil,plastic,edging,fiberboard,paper,foil,paper,foil,particleboard,paper,foil,particleboard,particleboard,paper,foil,plastic,edging",29.596878,29.596878,False,60.01,65.09,195.9,765.19537131,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/smastad-uppfoera-wardrobe-white-stripe-blue-with-3-drawers__1242848_pe920438_s5.jpg,https://www.ikea.com/us/en/p/smastad-uppfoera-wardrobe-white-stripe-blue-with-3-drawers-s29551058/
s09331538,IKEA,storage_organization_storage_solution_systems_aurdal_system_aurdal_storage_combinations,storage organization storage solution systems aurdal system aurdal storage combinations,mixed,"steel,epoxy,polyester,powder,coating,particleboard,paper,foil,steel,epoxy,polyester,powder,coating,acetal,plastic,fiberboard,plastic,foil,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,steel,epoxy,polyester,powder,coating,steel,powder,coating",7.003460479999999,7.003460479999999,False,125.09,40.01,220.98,1105.9719518819998,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/aurdal-wardrobe-combination-dark-gray__0825309_pe776280_s5.jpg,https://www.ikea.com/us/en/p/aurdal-wardrobe-combination-dark-gray-s09331538/
s09562171,IKEA,home_improvement_skytta_sliding_door_system_skytta_sliding_door_combinations,home improvement skytta sliding door system skytta sliding door combinations,mixed,"aluminum,anodized,fiberboard,paper,foil,glass,plastic,foil,steel,acetal,plastic,reinforced,polyamide,galvanized,aluminum,anodized,solid,pine,stain,galvanized,steel,epoxy,polyester,powder,coating,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging",11.793392,11.793392,False,176.85,65.09,204.47,2353.688214255,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/skytta-boaxel-reach-in-wardrobe-with-sliding-door-aluminum-mehamn-auli-gray-beige-mirror-glass__1220821_pe913552_s5.jpg,https://www.ikea.com/us/en/p/skytta-boaxel-reach-in-wardrobe-with-sliding-door-aluminum-mehamn-auli-gray-beige-mirror-glass-s09562171/
s09572759,IKEA,home_improvement_skytta_sliding_door_system_skytta_sliding_door_combinations,home improvement skytta sliding door system skytta sliding door combinations,mixed,"aluminum,anodized,fiberboard,paper,foil,steel,acetal,plastic,reinforced,polyamide,galvanized,aluminum,anodized,solid,pine,stain,fiberboard,particleboard,paper,foil,fiberboard,solid,wood,paper,foil,steel,epoxy,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,steel,epoxy,polyester,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,particleboard,paper,foil",29.76470704,29.76470704,False,251.14,114.94,204.47,5902.237481252,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-dark-gray-mehamn-light-blue-light-green__1325289_pe943839_s5.jpg,https://www.ikea.com/us/en/p/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-dark-gray-mehamn-light-blue-light-green-s09572759/
s59158121,IKEA,storage_organization_storage_solution_systems_elvarli_system_side_unit_combinations,storage organization storage solution systems elvarli system side unit combinations,mixed,"aluminium,min,70,recycled,epoxy,polyester,powder,coating,steel,anti,corrosive,phosphate,coating,epoxy,polyester,powder,coating,steel,galvanized,steel,anti,corrosive,phosphate,coating,epoxy,polyester,powder,coating,reinforced,polyamide,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,acrylic,paint,plastic,edging",5.47031952,5.47031952,False,44.45,54.93,215.9,527.14975215,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/elvarli-wardrobe-combination-white__0626594_pe692898_s5.jpg,https://www.ikea.com/us/en/p/elvarli-wardrobe-combination-white-s59158121/
s79564647,IKEA,storage_organization_storage_solution_systems_aurdal_system_aurdal_storage_combinations,storage organization storage solution systems aurdal system aurdal storage combinations,mixed,"steel,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,steel,epoxy,polyester,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,steel,epoxy,polyester,powder,coating,abs,plastic,steel,epoxy,polyester,powder,coating",7.003460479999999,7.003460479999999,False,153.03,40.01,220.98,1353.000941694,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/aurdal-wardrobe-combination-white__1304488_pe938822_s5.jpg,https://www.ikea.com/us/en/p/aurdal-wardrobe-combination-white-s79564647/
s69563766,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,acrylic,paint,acrylic,paint,fiberboard,acrylic,paint,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",43.34525152,43.34525152,False,249.87,60.01,236.54,3546.846030498,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-gullaberg-wardrobe-combination-white-white__1382125_pe962041_s5.jpg,https://www.ikea.com/us/en/p/pax-gullaberg-wardrobe-combination-white-white-s69563766/
s09560902,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,and,honeycomb,paper,filling,100,recycled,paper,acrylic,paint,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",43.34525152,43.34525152,False,249.87,60.01,236.54,3546.846030498,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-white-off-white__1382205_pe962137_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-white-off-white-s09560902/
s79559052,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,plastic,edging,paper,foil,fiberboard,paper,foil,aluminium,min,70,recycled,anodized,honeycomb,structure,paper,filling,100,recycled,glass,plastic,foil,fiberboard,paper,foil,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil",39.63486896,39.63486896,False,149.86,60.01,201.3,1810.3107481800002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-bergsbo-aheim-wardrobe-combination-dark-gray-dark-gray-mirror-glass__1382126_pe962057_s5.jpg,https://www.ikea.com/us/en/p/pax-bergsbo-aheim-wardrobe-combination-dark-gray-dark-gray-mirror-glass-s79559052/
s49579283,IKEA,storage_organization_armoires_wardrobes_fitted_wardrobes,storage organization armoires wardrobes fitted wardrobes,mixed,"fiberboard,particleboard,paper,foil,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil",43.34525152,43.34525152,False,249.87,60.01,236.54,3546.846030498,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-grimo-wardrobe-combination-white-gray-green__1424491_pe979294_s5.jpg,https://www.ikea.com/us/en/p/pax-grimo-wardrobe-combination-white-gray-green-s49579283/
s19560826,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,tempered,glass,steel,epoxy,polyester,powder,coating,particleboard,paper,foil",37.33515752,37.33515752,False,149.86,66.04,236.54,2340.9782857760006,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-grimo-wardrobe-with-sliding-doors-white-clear-glass-white__1328066_pe944638_s5.jpg,https://www.ikea.com/us/en/p/pax-grimo-wardrobe-with-sliding-doors-white-clear-glass-white-s19560826/
s29157608,IKEA,storage_organization_storage_solution_systems_elvarli_system_post_unit_combinations,storage organization storage solution systems elvarli system post unit combinations,mixed,"aluminium,min,70,recycled,epoxy,polyester,powder,coating,steel,anti,corrosive,phosphate,coating,epoxy,polyester,powder,coating,reinforced,polyamide,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,acrylic,paint,plastic,edging,steel,epoxy,polyester,powder,coating",3.26132648,3.26132648,False,51.75,35.88,4.45,8.262715500000002,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/elvarli-wardrobe-combination-white__0440428_pe592469_s5.jpg,https://www.ikea.com/us/en/p/elvarli-wardrobe-combination-white-s29157608/
s79566731,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,particleboard,oak,veneer,clear,acrylic,lacquer,water,based,glue,adhesive,fiberboard,clear,acrylic,lacquer,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",39.77548248,39.77548248,False,149.86,60.01,201.3,1810.3107481800002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-white-oak-veneer__1387984_pe964442_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-white-oak-veneer-s79566731/
s09392616,IKEA,storage_organization_shelving_furniture_wall_shelves_boaxel_system_boaxel_storage_combinations,storage organization shelving furniture wall shelves boaxel system boaxel storage combinations,mixed,"galvanized,steel,epoxy,polyester,powder,coating,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging",3.26132648,3.26132648,False,61.91,40.01,200.66,497.0386526059999,extra_large,light,False,False,False,https://www.ikea.com/us/en/images/products/boaxel-shelving-unit-white__0925997_pe789008_s5.jpg,https://www.ikea.com/us/en/p/boaxel-shelving-unit-white-s09392616/
s59561268,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,paper,foil,glass,plastic,foil,aluminium,min,70,recycled,anodized,acrylic,coating,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,particleboard,paper,foil,fiberboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,tempered,glass,fiberboard,paper,foil,fiberboard,paper,foil,steel,epoxy,powder,coating,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil",33.81981952,33.81981952,False,149.86,66.04,200.98,1989.0496993120003,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-mehamn-auli-wardrobe-with-sliding-doors-white-mirror-glass__1195887_pe902646_s5.jpg,https://www.ikea.com/us/en/p/pax-mehamn-auli-wardrobe-with-sliding-doors-white-mirror-glass-s59561268/
s79560753,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,particleboard,plastic,foil,plastic,edging,plastic,edging,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil",43.34525152,43.34525152,False,200.03,60.01,236.54,2839.3789229619997,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-fardal-wardrobe-combination-white-high-gloss-light-gray__1382133_pe962051_s5.jpg,https://www.ikea.com/us/en/p/pax-fardal-wardrobe-combination-white-high-gloss-light-gray-s79560753/
s29331537,IKEA,storage_organization_storage_solution_systems_aurdal_system_aurdal_storage_combinations,storage organization storage solution systems aurdal system aurdal storage combinations,mixed,"particleboard,paper,foil,steel,epoxy,polyester,powder,coating,acetal,plastic,fiberboard,plastic,foil,steel,epoxy,polyester,powder,coating,abs,plastic,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,steel,epoxy,polyester,powder,coating,steel,powder,coating",7.003460479999999,7.003460479999999,False,240.03,40.01,220.98,2122.203594294,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/aurdal-wardrobe-combination-dark-gray__0825303_pe776276_s5.jpg,https://www.ikea.com/us/en/p/aurdal-wardrobe-combination-dark-gray-s29331537/
s39572772,IKEA,home_improvement_skytta_sliding_door_system_skytta_sliding_door_combinations,home improvement skytta sliding door system skytta sliding door combinations,mixed,"aluminum,anodized,acrylic,coating,fiberboard,paper,foil,steel,acetal,plastic,reinforced,polyamide,galvanized,aluminum,anodized,acrylic,coating,solid,pine,stain,steel,epoxy,polyester,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil,fiberboard,particleboard,paper,foil",43.34525152,43.34525152,False,275.91,160.02,240.03,10597.592901546,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/skytta-pax-walk-in-wardrobe-with-sliding-doors-white-double-sided-mehamn-light-blue__1319325_pe940935_s5.jpg,https://www.ikea.com/us/en/p/skytta-pax-walk-in-wardrobe-with-sliding-doors-white-double-sided-mehamn-light-blue-s39572772/
s89566716,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,plastic,edging,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,tempered,glass,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,solid,wood,paper,foil,plastic,edging,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,particleboard,paper,foil,tempered,glass,fiberboard,paper,foil,fiberboard,paper,foil,fiberboard,tinted,lacquer,100,polyester,min,70,recycled,fiberboard,paper,foil,fiberboard,tinted,lacquer",43.34525152,43.34525152,False,300.04,60.01,236.54,4258.997410616,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-white-oak-veneer-glass__1387979_pe964438_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-white-oak-veneer-glass-s89566716/
s69560857,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,paper,foil,aluminium,min,70,recycled,anodized,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,tempered,glass,fiberboard,paper,foil,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,fiberboard,paper,foil,fiberboard,tinted,lacquer,fiberboard,paper,foil,steel,epoxy,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",36.967748,36.967748,False,149.86,66.04,236.54,2340.9782857760006,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-mehamn-wardrobe-with-sliding-doors-dark-gray-double-sided-dark-gray__1212498_pe910662_s5.jpg,https://www.ikea.com/us/en/p/pax-mehamn-wardrobe-with-sliding-doors-dark-gray-double-sided-dark-gray-s69560857/
s69572681,IKEA,storage_organization_armoires_wardrobes_fitted_wardrobes,storage organization armoires wardrobes fitted wardrobes,mixed,"fiberboard,particleboard,paper,foil,particleboard,fiberboard,plastic,edging,acrylic,paint,honeycomb,structure,paper,filling,100,recycled,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",43.34525152,43.34525152,False,100.01,60.01,236.54,1419.6184876539999,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-linnaberg-wardrobe-combination-white-patterned__1395729_pe967089_s5.jpg,https://www.ikea.com/us/en/p/pax-linnaberg-wardrobe-combination-white-patterned-s69572681/
s99560926,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,particleboard,oak,veneer,clear,acrylic,lacquer,water,based,glue,adhesive,fiberboard,clear,acrylic,lacquer,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil",39.77548248,39.77548248,False,149.86,60.01,201.3,1810.3107481800002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-white-oak-veneer__1382183_pe962116_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-white-oak-veneer-s99560926/
20449517,IKEA,storage_organization_armoires_wardrobes_narrow_wardrobes,storage organization armoires wardrobes narrow wardrobes,mixed,"particleboard,paper,foil",4.989512,4.989512,False,76.52,49.85,2.54,9.688885879999999,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/kleppstad-shelf-white__0753593_pe748774_s5.jpg,https://www.ikea.com/us/en/p/kleppstad-shelf-white-20449517/
s19575917,IKEA,home_improvement_skytta_sliding_door_system_skytta_sliding_door_combinations,home improvement skytta sliding door system skytta sliding door combinations,mixed,"aluminum,anodized,fiberboard,paper,foil,glass,plastic,foil,steel,acetal,plastic,reinforced,polyamide,galvanized,aluminum,anodized,solid,pine,stain,fiberboard,plastic,foil",13.60776,13.60776,False,176.85,234.31,240.03,9946.296771705,extra_large,medium,False,False,False,https://www.ikea.com/us/en/images/products/skytta-mehamn-auli-sliding-door-aluminum-double-sided-white-stained-oak-effect-mirror-glass__1004812_pe825196_s5.jpg,https://www.ikea.com/us/en/p/skytta-mehamn-auli-sliding-door-aluminum-double-sided-white-stained-oak-effect-mirror-glass-s19575917/
s39559025,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_without_doors,storage organization storage solution systems pax system pax wardrobes without doors,mixed,"fiberboard,particleboard,paper,foil,steel,epoxy,polyester,powder,coating,particle,and,fiberboard,with,honeycomb,paper,filling,100,recycled,paper,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,fiberboard,paper,foil,steel,epoxy,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,particleboard,paper,foil",43.34525152,43.34525152,False,374.97,58.1,236.54,5153.2029607800005,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-wardrobe-combination-white__1197021_pe903351_s5.jpg,https://www.ikea.com/us/en/p/pax-wardrobe-combination-white-s39559025/
s69560843,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,paper,foil,aluminium,min,70,recycled,anodized,acrylic,coating,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,solid,wood,paper,foil,plastic,edging,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,particleboard,paper,foil",43.34525152,43.34525152,False,200.03,66.04,236.54,3124.6889530480007,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-mehamn-wardrobe-with-sliding-doors-white-double-sided-light-green__1293718_pe935261_s5.jpg,https://www.ikea.com/us/en/p/pax-mehamn-wardrobe-with-sliding-doors-white-double-sided-light-green-s69560843/
s79560885,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,particleboard,oak,veneer,stain,clear,acrylic,lacquer,water,based,glue,adhesive,fiberboard,stain,clear,acrylic,lacquer,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,plastic,edging,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,tempered,glass,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,particleboard,paper,foil,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic",43.40421848,43.40421848,False,200.03,60.01,236.54,2839.3789229619997,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-dark-gray-brown-stained-oak-veneer-glass__1382136_pe962053_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-dark-gray-brown-stained-oak-veneer-glass-s79560885/
s89566702,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,plastic,edging,fiberboard,oak,veneer,oak,veneer,clear,acrylic,lacquer,tempered,glass,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil,plastic,edging,plastic,edging,particleboard,paper,foil,fiberboard,acrylic,paint,solid,wood,paper,foil,plastic,edging,fiberboard,paper,foil,plastic,edging,fiberboard,paper,foil,particleboard,paper,foil,tempered,glass,fiberboard,paper,foil,fiberboard,paper,foil,fiberboard,tinted,lacquer,100,polyester,min,70,recycled,fiberboard,paper,foil,fiberboard,tinted,lacquer",43.40421848,43.40421848,False,300.04,60.01,236.54,4258.997410616,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tonstad-wardrobe-combination-dark-gray-brown-stained-oak-veneer-glass__1387977_pe964436_s5.jpg,https://www.ikea.com/us/en/p/pax-tonstad-wardrobe-combination-dark-gray-brown-stained-oak-veneer-glass-s89566702/
s49424050,IKEA,home_improvement_skytta_sliding_door_system_skytta_sliding_door_combinations,home improvement skytta sliding door system skytta sliding door combinations,mixed,"aluminum,anodized,tempered,glass,glass,enamel,steel,acetal,plastic,reinforced,polyamide,galvanized,aluminum,anodized,solid,pine,stain,fiberboard,plastic,foil",17.49050752,17.49050752,False,300.99,234.31,240.03,16928.107805007,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/skytta-svartisdal-sliding-door-aluminum-white-paper__1004818_pe825212_s5.jpg,https://www.ikea.com/us/en/p/skytta-svartisdal-sliding-door-aluminum-white-paper-s49424050/
s49447476,IKEA,storage_organization_shelving_furniture_storage_shelves_shelving_units,storage organization shelving furniture storage shelves shelving units,mixed,"particleboard,acrylic,paint,paper,foil,plastic,edging,particleboard,paint,plastic,edging,particleboard,acrylic,paint,acrylic,paint,plastic,edging,fiberboard,plastic,foil,particleboard,acrylic,paint,paper,foil,plastic,edging,particleboard,acrylic,paint,plastic,edging,particleboard,paper,foil,particleboard,fiberboard",33.679206,33.679206,False,234.95,46.99,140.02,1545.86287601,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/vihals-storage-combination-white__1050048_pe844613_s5.jpg,https://www.ikea.com/us/en/p/vihals-storage-combination-white-s49447476/
s69559062,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,plastic,edging,paper,foil,fiberboard,paper,foil,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,steel,pigmented,epoxy,polyester,powder,coating,acetal,plastic,particleboard,paper,foil",39.63486896,39.63486896,False,149.86,60.01,201.3,1810.3107481800002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-bergsbo-wardrobe-combination-dark-gray__1382104_pe962034_s5.jpg,https://www.ikea.com/us/en/p/pax-bergsbo-wardrobe-combination-dark-gray-s69559062/
s59560966,IKEA,storage_organization_storage_solution_systems_pax_system_pax_wardrobes_with_doors,storage organization storage solution systems pax system pax wardrobes with doors,mixed,"fiberboard,particleboard,paper,foil,fiberboard,polyester,paint,acrylic,paint,fiberboard,polyester,paint,steel,nickel,plated,acetal,plastic,steel,epoxy,polyester,powder,coating,particleboard,paper,foil",43.34525152,43.34525152,False,149.86,60.01,236.54,2127.2275428440003,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/pax-tyssedal-wardrobe-combination-white-white__1382098_pe962031_s5.jpg,https://www.ikea.com/us/en/p/pax-tyssedal-wardrobe-combination-white-white-s59560966/
